[Sun Feb 15 19:09:22 2009] [notice] ModJaxer/1.0.3.4547: Initialization.
127.0.0.1 - - [15/Feb/2009:19:33:44 -0800] "POST /jaxer-callback HTTP/1.1" 200 28
127.0.0.1 - - [15/Feb/2009:19:33:45 -0800] "GET /aptana/diagnostics/images/accept.png HTTP/1.1" 200 781
127.0.0.1 - - [15/Feb/2009:19:33:45 -0800] "POST /jaxer-callback HTTP/1.1" 200 99
127.0.0.1 - - [15/Feb/2009:19:33:45 -0800] "POST /jaxer-callback HTTP/1.1" 200 19142
127.0.0.1 - - [15/Feb/2009:19:33:45 -0800] "POST /jaxer-callback HTTP/1.1" 200 111
127.0.0.1 - - [15/Feb/2009:19:33:45 -0800] "POST /jaxer-callback HTTP/1.1" 200 6789
127.0.0.1 - - [15/Feb/2009:19:33:45 -0800] "POST /jaxer-callback HTTP/1.1" 200 20
127.0.0.1 - - [15/Feb/2009:19:33:52 -0800] "GET /aptana/diagnostics/unit_tests_library/jQueryTestSuite/jquery-1.2.1.js HTTP/1.1" 200 80544
127.0.0.1 - - [15/Feb/2009:19:33:52 -0800] "GET /aptana/diagnostics/unit_tests_library/jQueryTestSuite/testrunner.js HTTP/1.1" 200 8196
127.0.0.1 - - [15/Feb/2009:19:33:52 -0800] "GET /aptana/diagnostics/unit_tests_library/jQueryTestSuite/core.js HTTP/1.1" 200 48016
127.0.0.1 - - [15/Feb/2009:19:33:52 -0800] "GET /aptana/diagnostics/unit_tests_library/jQueryTestSuite/selector.js HTTP/1.1" 200 11813
127.0.0.1 - - [15/Feb/2009:19:33:52 -0800] "GET /aptana/diagnostics/unit_tests_library/jQueryTestSuite/event.js HTTP/1.1" 200 6109
127.0.0.1 - - [15/Feb/2009:19:33:52 -0800] "GET /aptana/diagnostics/unit_tests_library/jQueryTestSuite/index.html HTTP/1.1" 200 54651
127.0.0.1 - - [15/Feb/2009:19:33:56 -0800] "GET /aptana/diagnostics/unit_tests_library/jQueryTestSuite/testsuite.css HTTP/1.1" 200 2023
127.0.0.1 - - [15/Feb/2009:19:33:56 -0800] "GET /aptana/diagnostics/unit_tests_library/jQueryTestSuite/jquery-stable.js HTTP/1.1" 200 80469
127.0.0.1 - - [15/Feb/2009:19:33:56 -0800] "GET /aptana/diagnostics/unit_tests_library/jQueryTestSuite/submit.gif HTTP/1.1" 200 2954
127.0.0.1 - - [15/Feb/2009:19:33:57 -0800] "GET /aptana/diagnostics/unit_tests_library/accept.png HTTP/1.1" 200 781
127.0.0.1 - - [15/Feb/2009:19:33:57 -0800] "GET /aptana/diagnostics/unit_tests_library/warn.png HTTP/1.1" 200 666
127.0.0.1 - - [15/Feb/2009:19:33:57 -0800] "GET /aptana/diagnostics/unit_tests_library/exclamation.png HTTP/1.1" 200 701
127.0.0.1 - - [15/Feb/2009:19:53:00 -0800] "GET /aptana/lib/prototype.js HTTP/1.1" 200 126132
127.0.0.1 - - [15/Feb/2009:19:53:00 -0800] "GET /aptana/lib/base_server.js HTTP/1.1" 200 1616
127.0.0.1 - - [15/Feb/2009:19:53:00 -0800] "GET /aptana/ HTTP/1.1" 200 3503
127.0.0.1 - - [15/Feb/2009:19:53:00 -0800] "GET /jaxer/framework/clientFramework_compressed.js?version=1.0.3.4547 HTTP/1.1" 200 24311
127.0.0.1 - - [15/Feb/2009:19:53:00 -0800] "GET /aptana/styles.css HTTP/1.1" 200 6378
127.0.0.1 - - [15/Feb/2009:19:53:00 -0800] "GET /aptana/lib/prototype.js HTTP/1.1" 200 126132
127.0.0.1 - - [15/Feb/2009:19:53:00 -0800] "GET /aptana/lib/base_client.js HTTP/1.1" 200 2140
127.0.0.1 - - [15/Feb/2009:19:53:00 -0800] "GET /aptana/lib/livepipe.js HTTP/1.1" 200 9668
127.0.0.1 - - [15/Feb/2009:19:53:00 -0800] "GET /aptana/lib/control.window.js HTTP/1.1" 200 32902
127.0.0.1 - - [15/Feb/2009:19:53:00 -0800] "GET /aptana/images_global/bg_page.png HTTP/1.1" 200 117
127.0.0.1 - - [15/Feb/2009:19:53:00 -0800] "GET /aptana/images_global/img_icon_upgrade.png HTTP/1.1" 200 1071
127.0.0.1 - - [15/Feb/2009:19:53:00 -0800] "GET /aptana/images_global/img_leftcol_feedback.png HTTP/1.1" 200 6304
127.0.0.1 - - [15/Feb/2009:19:53:00 -0800] "GET /aptana/images_global/bg_page_gradient.png HTTP/1.1" 200 226
127.0.0.1 - - [15/Feb/2009:19:53:00 -0800] "GET /aptana/images_global/bg_content_tl.png HTTP/1.1" 200 243
127.0.0.1 - - [15/Feb/2009:19:53:00 -0800] "GET /aptana/images_global/bg_content_l.png HTTP/1.1" 200 126
127.0.0.1 - - [15/Feb/2009:19:53:00 -0800] "GET /aptana/images_global/bg_content_r.png HTTP/1.1" 200 181
127.0.0.1 - - [15/Feb/2009:19:53:00 -0800] "GET /aptana/images_global/img_icon_samples.png HTTP/1.1" 200 924
127.0.0.1 - - [15/Feb/2009:19:53:00 -0800] "GET /aptana/images_global/img_icon_api.png HTTP/1.1" 200 728
127.0.0.1 - - [15/Feb/2009:19:53:00 -0800] "GET /aptana/images_global/img_icon_diagnostics.png HTTP/1.1" 200 622
127.0.0.1 - - [15/Feb/2009:19:53:00 -0800] "GET /aptana/images_global/bg_leftcol_bottom.png HTTP/1.1" 200 3456
127.0.0.1 - - [15/Feb/2009:19:53:00 -0800] "GET /aptana/images_global/img_logo.png HTTP/1.1" 200 22224
127.0.0.1 - - [15/Feb/2009:19:53:00 -0800] "GET /aptana/images_global/bg_content_br.png HTTP/1.1" 200 435
127.0.0.1 - - [15/Feb/2009:19:53:00 -0800] "GET /aptana/images_global/bg_leftcol_top.png HTTP/1.1" 200 13918
127.0.0.1 - - [15/Feb/2009:19:53:00 -0800] "GET /aptana/images_global/bg_content_tr.png HTTP/1.1" 200 449
127.0.0.1 - - [15/Feb/2009:19:53:00 -0800] "GET /aptana/images_global/built_with_aptana.gif HTTP/1.1" 200 1845
127.0.0.1 - - [15/Feb/2009:19:53:00 -0800] "GET /aptana/images_global/bg_content_bl.png HTTP/1.1" 200 248
127.0.0.1 - - [15/Feb/2009:19:53:01 -0800] "GET /aptana/favicon.ico HTTP/1.1" 200 1406
127.0.0.1 - - [15/Feb/2009:19:53:01 -0800] "POST /aptana/jaxer_about.html HTTP/1.1" 200 2226
127.0.0.1 - - [15/Feb/2009:19:53:01 -0800] "POST /jaxer-callback HTTP/1.1" 200 21
